,Movie,MovieCode,Year,Code 1,Crew 1_name,Code2,Crew 2_name,Tie strength
259,Edward Scissorhands_1990,21004410,1990,30214482,"Di Novi, Denise",30840372,"Thompson, Caroline (I)",2
260,Edward Scissorhands_1990,21004410,1990,30214482,"Di Novi, Denise",30895051,"Welch, Bo",2
261,Edward Scissorhands_1990,21004410,1990,30214482,"Di Novi, Denise",30926784,"Yeager, Biff (I)",3
262,Edward Scissorhands_1990,21004410,1990,30243631,"Elfman, Danny",30356721,"Hashimoto, Richard",2
263,Edward Scissorhands_1990,21004410,1990,30243631,"Elfman, Danny",30421463,"Jones, O-Lan",2
264,Edward Scissorhands_1990,21004410,1990,30243631,"Elfman, Danny",30471205,"Lancaster, Stuart (I)",2
265,Edward Scissorhands_1990,21004410,1990,30243631,"Elfman, Danny",30734668,"Ryder, Winona",2
266,Edward Scissorhands_1990,21004410,1990,30243631,"Elfman, Danny",30840372,"Thompson, Caroline (I)",3
267,Edward Scissorhands_1990,21004410,1990,30243631,"Elfman, Danny",30895051,"Welch, Bo",3
268,Edward Scissorhands_1990,21004410,1990,30243631,"Elfman, Danny",30926784,"Yeager, Biff (I)",2
269,Edward Scissorhands_1990,21004410,1990,30356721,"Hashimoto, Richard",30734668,"Ryder, Winona",2
270,Edward Scissorhands_1990,21004410,1990,30356721,"Hashimoto, Richard",30895051,"Welch, Bo",2
271,Edward Scissorhands_1990,21004410,1990,30471205,"Lancaster, Stuart (I)",30895051,"Welch, Bo",2
272,Edward Scissorhands_1990,21004410,1990,30471205,"Lancaster, Stuart (I)",30926784,"Yeager, Biff (I)",2
273,Edward Scissorhands_1990,21004410,1990,30734668,"Ryder, Winona",30895051,"Welch, Bo",2
274,Edward Scissorhands_1990,21004410,1990,30895051,"Welch, Bo",30926784,"Yeager, Biff (I)",2
275,Hoffa_1992,21006120,1992,30044414,"Banks, Lena",30114716,"Burton, Tim (I)",2
276,Hoffa_1992,21006120,1992,30114716,"Burton, Tim (I)",30213196,"DeVito, Danny",4
277,Hoffa_1992,21006120,1992,30114716,"Burton, Tim (I)",30259891,"Favreau, Jon",2
278,Hoffa_1992,21006120,1992,30114716,"Burton, Tim (I)",30615205,"Nicholson, Jack (I)",3
279,Hoffa_1992,21006120,1992,30114716,"Burton, Tim (I)",30916412,"Witting, Steve",2
280,Hoffa_1992,21006120,1992,30213196,"DeVito, Danny",30615205,"Nicholson, Jack (I)",2
281,Hoffa_1992,21006120,1992,30213196,"DeVito, Danny",30916412,"Witting, Steve",2
282,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30115210,"Bush, Tommy (I)",2
283,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30213196,"DeVito, Danny",4
284,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30243631,"Elfman, Danny",12
285,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30280931,"Franco, Larry J.",3
286,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30387714,"Howard, Rance",2
287,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30421463,"Jones, O-Lan",2
288,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30481927,"Lebenzon, Chris",8
289,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30530473,"Marie, Lisa (I)",4
290,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30615205,"Nicholson, Jack (I)",3
291,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30645369,"Parker, Sarah Jessica",2
292,Mars Attacks!_1996,21008546,1996,30114716,"Burton, Tim (I)",30775989,"Sidney, Sylvia (I)",2
293,Mars Attacks!_1996,21008546,1996,30115210,"Bush, Tommy (I)",30387714,"Howard, Rance",2
294,Mars Attacks!_1996,21008546,1996,30115210,"Bush, Tommy (I)",30481927,"Lebenzon, Chris",2
295,Mars Attacks!_1996,21008546,1996,30115210,"Bush, Tommy (I)",30530473,"Marie, Lisa (I)",2
296,Mars Attacks!_1996,21008546,1996,30115210,"Bush, Tommy (I)",30645369,"Parker, Sarah Jessica",2
297,Mars Attacks!_1996,21008546,1996,30213196,"DeVito, Danny",30243631,"Elfman, Danny",3
298,Mars Attacks!_1996,21008546,1996,30213196,"DeVito, Danny",30280931,"Franco, Larry J.",2
299,Mars Attacks!_1996,21008546,1996,30213196,"DeVito, Danny",30481927,"Lebenzon, Chris",3
300,Mars Attacks!_1996,21008546,1996,30213196,"DeVito, Danny",30615205,"Nicholson, Jack (I)",2
301,Mars Attacks!_1996,21008546,1996,30243631,"Elfman, Danny",30280931,"Franco, Larry J.",3
302,Mars Attacks!_1996,21008546,1996,30243631,"Elfman, Danny",30421463,"Jones, O-Lan",2
303,Mars Attacks!_1996,21008546,1996,30243631,"Elfman, Danny",30481927,"Lebenzon, Chris",7
304,Mars Attacks!_1996,21008546,1996,30243631,"Elfman, Danny",30530473,"Marie, Lisa (I)",3
305,Mars Attacks!_1996,21008546,1996,30243631,"Elfman, Danny",30615205,"Nicholson, Jack (I)",2
306,Mars Attacks!_1996,21008546,1996,30243631,"Elfman, Danny",30775989,"Sidney, Sylvia (I)",2
307,Mars Attacks!_1996,21008546,1996,30280931,"Franco, Larry J.",30481927,"Lebenzon, Chris",3
308,Mars Attacks!_1996,21008546,1996,30280931,"Franco, Larry J.",30530473,"Marie, Lisa (I)",2
309,Mars Attacks!_1996,21008546,1996,30387714,"Howard, Rance",30481927,"Lebenzon, Chris",2
310,Mars Attacks!_1996,21008546,1996,30387714,"Howard, Rance",30530473,"Marie, Lisa (I)",2
311,Mars Attacks!_1996,21008546,1996,30387714,"Howard, Rance",30645369,"Parker, Sarah Jessica",2
312,Mars Attacks!_1996,21008546,1996,30481927,"Lebenzon, Chris",30530473,"Marie, Lisa (I)",4
313,Mars Attacks!_1996,21008546,1996,30481927,"Lebenzon, Chris",30645369,"Parker, Sarah Jessica",2
314,Mars Attacks!_1996,21008546,1996,30530473,"Marie, Lisa (I)",30645369,"Parker, Sarah Jessica",2
315,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30210840,"Depp, Johnny",4
316,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30243631,"Elfman, Danny",12
317,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30280931,"Franco, Larry J.",3
318,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30320941,"Gough, Michael (I)",4
319,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30363542,"Heinrichs, Rick",2
320,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30420536,"Jones, Jeffrey (I)",3
321,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30471448,"Landau, Martin",2
322,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30481927,"Lebenzon, Chris",8
323,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30483213,"Lee, Christopher (I)",2
324,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30530473,"Marie, Lisa (I)",4
325,Sleepy Hollow_1999,21008750,1999,30114716,"Burton, Tim (I)",30880655,"Walken, Christopher",2
326,Sleepy Hollow_1999,21008750,1999,30210840,"Depp, Johnny",30243631,"Elfman, Danny",3
327,Sleepy Hollow_1999,21008750,1999,30210840,"Depp, Johnny",30420536,"Jones, Jeffrey (I)",2
328,Sleepy Hollow_1999,21008750,1999,30210840,"Depp, Johnny",30471448,"Landau, Martin",2
329,Sleepy Hollow_1999,21008750,1999,30210840,"Depp, Johnny",30481927,"Lebenzon, Chris",3
330,Sleepy Hollow_1999,21008750,1999,30210840,"Depp, Johnny",30483213,"Lee, Christopher (I)",2
331,Sleepy Hollow_1999,21008750,1999,30210840,"Depp, Johnny",30530473,"Marie, Lisa (I)",2
332,Sleepy Hollow_1999,21008750,1999,30243631,"Elfman, Danny",30280931,"Franco, Larry J.",3
333,Sleepy Hollow_1999,21008750,1999,30243631,"Elfman, Danny",30320941,"Gough, Michael (I)",3
334,Sleepy Hollow_1999,21008750,1999,30243631,"Elfman, Danny",30363542,"Heinrichs, Rick",2
335,Sleepy Hollow_1999,21008750,1999,30243631,"Elfman, Danny",30420536,"Jones, Jeffrey (I)",2
336,Sleepy Hollow_1999,21008750,1999,30243631,"Elfman, Danny",30481927,"Lebenzon, Chris",7
337,Sleepy Hollow_1999,21008750,1999,30243631,"Elfman, Danny",30483213,"Lee, Christopher (I)",2
338,Sleepy Hollow_1999,21008750,1999,30243631,"Elfman, Danny",30530473,"Marie, Lisa (I)",3
339,Sleepy Hollow_1999,21008750,1999,30243631,"Elfman, Danny",30880655,"Walken, Christopher",2
340,Sleepy Hollow_1999,21008750,1999,30280931,"Franco, Larry J.",30320941,"Gough, Michael (I)",2
341,Sleepy Hollow_1999,21008750,1999,30280931,"Franco, Larry J.",30481927,"Lebenzon, Chris",3
342,Sleepy Hollow_1999,21008750,1999,30280931,"Franco, Larry J.",30530473,"Marie, Lisa (I)",2
343,Sleepy Hollow_1999,21008750,1999,30280931,"Franco, Larry J.",30880655,"Walken, Christopher",2
344,Sleepy Hollow_1999,21008750,1999,30320941,"Gough, Michael (I)",30481927,"Lebenzon, Chris",2
345,Sleepy Hollow_1999,21008750,1999,30320941,"Gough, Michael (I)",30880655,"Walken, Christopher",2
346,Sleepy Hollow_1999,21008750,1999,30363542,"Heinrichs, Rick",30481927,"Lebenzon, Chris",2
347,Sleepy Hollow_1999,21008750,1999,30363542,"Heinrichs, Rick",30530473,"Marie, Lisa (I)",2
348,Sleepy Hollow_1999,21008750,1999,30420536,"Jones, Jeffrey (I)",30471448,"Landau, Martin",2
349,Sleepy Hollow_1999,21008750,1999,30420536,"Jones, Jeffrey (I)",30481927,"Lebenzon, Chris",2
350,Sleepy Hollow_1999,21008750,1999,30420536,"Jones, Jeffrey (I)",30530473,"Marie, Lisa (I)",2
351,Sleepy Hollow_1999,21008750,1999,30471448,"Landau, Martin",30481927,"Lebenzon, Chris",2
352,Sleepy Hollow_1999,21008750,1999,30471448,"Landau, Martin",30530473,"Marie, Lisa (I)",2
353,Sleepy Hollow_1999,21008750,1999,30481927,"Lebenzon, Chris",30483213,"Lee, Christopher (I)",2
354,Sleepy Hollow_1999,21008750,1999,30481927,"Lebenzon, Chris",30530473,"Marie, Lisa (I)",4
355,Sleepy Hollow_1999,21008750,1999,30481927,"Lebenzon, Chris",30880655,"Walken, Christopher",2
356,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30259891,"Favreau, Jon",2
357,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30320941,"Gough, Michael (I)",4
358,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30329866,"Grevioux, Kevin",2
359,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30375224,"Hingle, Pat",3
360,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30429003,"Kane, Bob (I)",3
361,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30545712,"Mazar, Debi",2
362,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30564616,"Melniker, Benjamin",3
363,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30741904,"Sanders, Elizabeth (I)",2
364,Batman Forever_1995,21009857,1995,30114716,"Burton, Tim (I)",30861594,"Uslan, Michael (V)",3
365,Batman Forever_1995,21009857,1995,30320941,"Gough, Michael (I)",30375224,"Hingle, Pat",3
366,Batman Forever_1995,21009857,1995,30320941,"Gough, Michael (I)",30429003,"Kane, Bob (I)",3
367,Batman Forever_1995,21009857,1995,30320941,"Gough, Michael (I)",30564616,"Melniker, Benjamin",3
368,Batman Forever_1995,21009857,1995,30320941,"Gough, Michael (I)",30741904,"Sanders, Elizabeth (I)",2
369,Batman Forever_1995,21009857,1995,30320941,"Gough, Michael (I)",30861594,"Uslan, Michael (V)",3
370,Batman Forever_1995,21009857,1995,30375224,"Hingle, Pat",30429003,"Kane, Bob (I)",3
371,Batman Forever_1995,21009857,1995,30375224,"Hingle, Pat",30564616,"Melniker, Benjamin",3
372,Batman Forever_1995,21009857,1995,30375224,"Hingle, Pat",30741904,"Sanders, Elizabeth (I)",2
373,Batman Forever_1995,21009857,1995,30375224,"Hingle, Pat",30861594,"Uslan, Michael (V)",3
374,Batman Forever_1995,21009857,1995,30429003,"Kane, Bob (I)",30564616,"Melniker, Benjamin",3
375,Batman Forever_1995,21009857,1995,30429003,"Kane, Bob (I)",30741904,"Sanders, Elizabeth (I)",2
376,Batman Forever_1995,21009857,1995,30429003,"Kane, Bob (I)",30861594,"Uslan, Michael (V)",3
377,Batman Forever_1995,21009857,1995,30564616,"Melniker, Benjamin",30741904,"Sanders, Elizabeth (I)",2
378,Batman Forever_1995,21009857,1995,30564616,"Melniker, Benjamin",30861594,"Uslan, Michael (V)",3
379,Batman Forever_1995,21009857,1995,30741904,"Sanders, Elizabeth (I)",30861594,"Uslan, Michael (V)",2
380,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30083861,"Bonham Carter, Helena",3
381,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30114716,"Burton, Tim (I)",3
382,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30243631,"Elfman, Danny",3
383,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30282593,"Frauenfelder, Katterli",2
384,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30284905,"Frey, Derek",2
385,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30481927,"Lebenzon, Chris",3
386,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30552567,"McDowell, Alex (I)",2
387,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30682325,"Pyle, Missi",2
388,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30727445,"Rousselot, Philippe",2
389,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30728300,"Roy, Deep",2
390,Charlie and the Chocolate Factory_2005,21009927,2005,30033839,"August, John (I)",30932653,"Zanuck, Richard D.",2
391,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30114716,"Burton, Tim (I)",4
392,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30243631,"Elfman, Danny",4
393,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30282593,"Frauenfelder, Katterli",3
394,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30284905,"Frey, Derek",2
395,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30481927,"Lebenzon, Chris",4
396,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30552567,"McDowell, Alex (I)",2
397,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30682325,"Pyle, Missi",2
398,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30727445,"Rousselot, Philippe",3
399,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30728300,"Roy, Deep",3
400,Charlie and the Chocolate Factory_2005,21009927,2005,30083861,"Bonham Carter, Helena",30932653,"Zanuck, Richard D.",3
401,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30188514,"Dahl, Roald",2
402,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30210840,"Depp, Johnny",4
403,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30243631,"Elfman, Danny",12
404,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30282593,"Frauenfelder, Katterli",3
405,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30284905,"Frey, Derek",2
406,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30340541,"Hagon, Garrick",2
407,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30481927,"Lebenzon, Chris",8
408,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30483213,"Lee, Christopher (I)",2
409,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30552567,"McDowell, Alex (I)",2
410,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30682325,"Pyle, Missi",2
411,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30727445,"Rousselot, Philippe",3
412,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30728300,"Roy, Deep",3
413,Charlie and the Chocolate Factory_2005,21009927,2005,30114716,"Burton, Tim (I)",30932653,"Zanuck, Richard D.",3
414,Charlie and the Chocolate Factory_2005,21009927,2005,30210840,"Depp, Johnny",30243631,"Elfman, Danny",3
415,Charlie and the Chocolate Factory_2005,21009927,2005,30210840,"Depp, Johnny",30481927,"Lebenzon, Chris",3
416,Charlie and the Chocolate Factory_2005,21009927,2005,30210840,"Depp, Johnny",30483213,"Lee, Christopher (I)",2
417,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30282593,"Frauenfelder, Katterli",3
418,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30284905,"Frey, Derek",2
419,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30340541,"Hagon, Garrick",2
420,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30481927,"Lebenzon, Chris",7
421,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30483213,"Lee, Christopher (I)",2
422,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30552567,"McDowell, Alex (I)",2
423,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30682325,"Pyle, Missi",2
424,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30727445,"Rousselot, Philippe",3
425,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30728300,"Roy, Deep",3
426,Charlie and the Chocolate Factory_2005,21009927,2005,30243631,"Elfman, Danny",30932653,"Zanuck, Richard D.",3
427,Charlie and the Chocolate Factory_2005,21009927,2005,30282593,"Frauenfelder, Katterli",30481927,"Lebenzon, Chris",3
428,Charlie and the Chocolate Factory_2005,21009927,2005,30282593,"Frauenfelder, Katterli",30682325,"Pyle, Missi",2
429,Charlie and the Chocolate Factory_2005,21009927,2005,30282593,"Frauenfelder, Katterli",30727445,"Rousselot, Philippe",3
430,Charlie and the Chocolate Factory_2005,21009927,2005,30282593,"Frauenfelder, Katterli",30728300,"Roy, Deep",3
431,Charlie and the Chocolate Factory_2005,21009927,2005,30282593,"Frauenfelder, Katterli",30932653,"Zanuck, Richard D.",3
432,Charlie and the Chocolate Factory_2005,21009927,2005,30284905,"Frey, Derek",30481927,"Lebenzon, Chris",2
433,Charlie and the Chocolate Factory_2005,21009927,2005,30284905,"Frey, Derek",30552567,"McDowell, Alex (I)",2
434,Charlie and the Chocolate Factory_2005,21009927,2005,30481927,"Lebenzon, Chris",30483213,"Lee, Christopher (I)",2
435,Charlie and the Chocolate Factory_2005,21009927,2005,30481927,"Lebenzon, Chris",30552567,"McDowell, Alex (I)",2
436,Charlie and the Chocolate Factory_2005,21009927,2005,30481927,"Lebenzon, Chris",30682325,"Pyle, Missi",2
437,Charlie and the Chocolate Factory_2005,21009927,2005,30481927,"Lebenzon, Chris",30727445,"Rousselot, Philippe",3
438,Charlie and the Chocolate Factory_2005,21009927,2005,30481927,"Lebenzon, Chris",30728300,"Roy, Deep",3
439,Charlie and the Chocolate Factory_2005,21009927,2005,30481927,"Lebenzon, Chris",30932653,"Zanuck, Richard D.",3
440,Charlie and the Chocolate Factory_2005,21009927,2005,30682325,"Pyle, Missi",30727445,"Rousselot, Philippe",2
441,Charlie and the Chocolate Factory_2005,21009927,2005,30682325,"Pyle, Missi",30728300,"Roy, Deep",2
442,Charlie and the Chocolate Factory_2005,21009927,2005,30682325,"Pyle, Missi",30932653,"Zanuck, Richard D.",2
443,Charlie and the Chocolate Factory_2005,21009927,2005,30727445,"Rousselot, Philippe",30728300,"Roy, Deep",3
444,Charlie and the Chocolate Factory_2005,21009927,2005,30727445,"Rousselot, Philippe",30932653,"Zanuck, Richard D.",3
445,Charlie and the Chocolate Factory_2005,21009927,2005,30728300,"Roy, Deep",30932653,"Zanuck, Richard D.",3
446,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30114716,"Burton, Tim (I)",2
447,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30187389,"Czapsky, Stefan",2
448,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30214482,"Di Novi, Denise",2
449,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30243631,"Elfman, Danny",2
450,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30471205,"Lancaster, Stuart (I)",2
451,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30895051,"Welch, Bo",2
452,Batman Returns_1992,21010715,1992,30098032,"Brill, Steven (I)",30926784,"Yeager, Biff (I)",2
453,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30187389,"Czapsky, Stefan",3
454,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30193322,Darla (II),2
455,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30213196,"DeVito, Danny",4
456,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30214482,"Di Novi, Denise",6
457,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30228865,"Drescher, Adam (I)",2
458,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30243631,"Elfman, Danny",12
459,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30280931,"Franco, Larry J.",3
460,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30304601,"Giammarco, Joan",2
461,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30320941,"Gough, Michael (I)",4
462,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30334403,"Guber, Peter",2
463,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30345601,"Hamm, Sam",2
464,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30375224,"Hingle, Pat",3
465,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30383381,"Hooks, Jan",2
466,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30429003,"Kane, Bob (I)",3
467,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30435271,"Keaton, Michael",3
468,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30471205,"Lancaster, Stuart (I)",2
469,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30481927,"Lebenzon, Chris",8
470,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30564616,"Melniker, Benjamin",3
471,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30659177,"Peters, Jon (I)",2
472,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30700467,"Reubens, Paul",2
473,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30738831,"Salinger, Diane",2
474,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30741904,"Sanders, Elizabeth (I)",2
475,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30861594,"Uslan, Michael (V)",3
476,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30880655,"Walken, Christopher",2
477,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30895051,"Welch, Bo",3
478,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30916412,"Witting, Steve",2
479,Batman Returns_1992,21010715,1992,30114716,"Burton, Tim (I)",30926784,"Yeager, Biff (I)",3
480,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30214482,"Di Novi, Denise",3
481,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30228865,"Drescher, Adam (I)",2
482,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30243631,"Elfman, Danny",2
483,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30471205,"Lancaster, Stuart (I)",2
484,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30481927,"Lebenzon, Chris",2
485,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30895051,"Welch, Bo",2
486,Batman Returns_1992,21010715,1992,30187389,"Czapsky, Stefan",30926784,"Yeager, Biff (I)",3
487,Batman Returns_1992,21010715,1992,30193322,Darla (II),30243631,"Elfman, Danny",2
488,Batman Returns_1992,21010715,1992,30193322,Darla (II),30383381,"Hooks, Jan",2
489,Batman Returns_1992,21010715,1992,30193322,Darla (II),30700467,"Reubens, Paul",2
490,Batman Returns_1992,21010715,1992,30193322,Darla (II),30738831,"Salinger, Diane",2
491,Batman Returns_1992,21010715,1992,30213196,"DeVito, Danny",30243631,"Elfman, Danny",3
492,Batman Returns_1992,21010715,1992,30213196,"DeVito, Danny",30280931,"Franco, Larry J.",2
493,Batman Returns_1992,21010715,1992,30213196,"DeVito, Danny",30481927,"Lebenzon, Chris",3
494,Batman Returns_1992,21010715,1992,30213196,"DeVito, Danny",30916412,"Witting, Steve",2
495,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30228865,"Drescher, Adam (I)",2
496,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30243631,"Elfman, Danny",3
497,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30471205,"Lancaster, Stuart (I)",2
498,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30481927,"Lebenzon, Chris",2
499,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30895051,"Welch, Bo",2
500,Batman Returns_1992,21010715,1992,30214482,"Di Novi, Denise",30926784,"Yeager, Biff (I)",3
501,Batman Returns_1992,21010715,1992,30228865,"Drescher, Adam (I)",30481927,"Lebenzon, Chris",2
502,Batman Returns_1992,21010715,1992,30228865,"Drescher, Adam (I)",30926784,"Yeager, Biff (I)",2
503,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30280931,"Franco, Larry J.",3
504,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30320941,"Gough, Michael (I)",3
505,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30334403,"Guber, Peter",2
506,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30345601,"Hamm, Sam",2
507,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30375224,"Hingle, Pat",2
508,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30383381,"Hooks, Jan",2
509,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30429003,"Kane, Bob (I)",2
510,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30435271,"Keaton, Michael",3
511,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30471205,"Lancaster, Stuart (I)",2
512,Batman Returns_1992,21010715,1992,30243631,"Elfman, Danny",30481927,"Lebenzon, Chris",7
